id;Lauseet;Kategoria
3-11695983;"Klo 15:27: Debatti käynnissä – ""Tässä uudistuksessa ei anneta avaimia yksityisille pörriäisille""";Muu
3-11695983;Debatti on päässyt alkamaan.;Ei_tarkistettavissa_oleva_väite
3-11695983;Sen aloittaa kokoomuksen Mia Laiho.;Muu
3-11695983;Hän moittii sote-uudistusta oikeastaan kaikesta.;Muu
3-11695983;– Arvoisa hallitus, mihin unohditte ihmisen?;Ei_tarkistettavissa_oleva_väite
3-11695983;SDP:n Ilmari Nurminen puolustaa sote-esitystä.;Muu
3-11695983;– Rahoitus tulee kasvamaan nykyisestä kaikilla hyvinvointialueilla, Nurminen sanoi.;Ennuste
3-11695983;– Harmillista, että oppositio on jo nyt tuominnut esityksen.;Muu
3-11695983;Nyt pitäisi lähteä rakentamaan tätä yhdessä, hän jatkoi.;Henkilökohtainen_kokemus
3-11695983;"Keskustan Pekka Aittakumpu kuvasi sote-uudistuksen etenemistä ""oivaksi joululahjaksi suomalaisille"".";Muu
3-11695983;– Nyt tämä kustannusten kasvua hillitsevä sote-uudistus on etenemässä, hän kiitteli asiaan vaikuttaneita.;Määrä
3-11695983;Kokoomuksen Antti Häkkänen sanoi, ettei uudistus hillitse kustannusten kasvua.;Määrä
3-11695983;– Uudistus heikentää omien arvioiden mukaan julkista taloutta seuraavat 15 vuotta.;Määrä
3-11695983;Miksi te olette tehneet tällaisen uudistuksen, 1 600 sivua, joka heikentää hyvinvointiyhteiskuntaa?;Ei_tarkistettavissa_oleva_väite
3-11695983;Vasemmistoliiton eduskuntaryhmän puheenjohtaja Paavo Arhinmäki sanoi ymmärtävänsä, miksi kokoomus kritisoi uudistusta niin voimakkaasti.;Muu
3-11695983;– Tässä uudistuksessa ei ole kolmen miljardin euron automaattileikkuria sosiaali- ja terveyspalveluihin.;Muu
3-11695983;Ja toisaalta, tässä uudistuksessa ei anneta avaimia yksityisille pörriäisille, yksityisen sote-bisneksen pyörittäjille.;Muu
3-11695983;Klo 15:19: Nyt-liikkeen Harkimo moukaroi sote-esitystä;Muu
3-11695983;Yhden miehen eduskuntaryhmän, nyt-liikkeen Hjallis Harkimo otti sote-esityksen hampaisiinsa.;Muu
3-11695983;Hän yhtyi siihen muun opposition näkemykseen, että uudistuksen ongelma on rahoitus.;Muu
3-11695983;Hän sanoi, että Helsingille jää uudistuksessa musta pekka käteen.;Muu
3-11695983;Hänen mielestään hyvinvointialueilla ei ole riittäviä kannustimia.;Muu
3-11695983;– Käsittämätöntä on sosiaali- ja terveysministeriön ja ministeri Kiurun suhtautuminen yksityisiin toimijoihin.;Henkilökohtainen_kokemus
3-11695983;Hänen toverinsa ovat tehneet alueilla monivuotisia hyvin toimivia kumppanuussopimuksia, jotka Kiuru haluaa nyt yksipuolisesti irtisanoa.;Muu
3-11695983;Myöskään keskusta ei säästynyt Harkimon kritiikiltä.;Muu
3-11695983;– Keskustan mumina monituottajamallista ja veroasteen kurissapitämisestä on lähinnä säälittävää.;Henkilökohtainen_kokemus
3-11695983;Klo 15.03: RKP: Uudenmaan erillisratkaisu tarpeen, KD: Rahoitus keskeinen ongelma;Muu
3-11695983;Hallituspuolue RKP:n ryhmäpuheenvuoro on kiinnostava.;Henkilökohtainen_kokemus
3-11695983;Puolue on nimittäin ollut kriittinen sen suhteen, että siirtääkö sote-ratkaisu liikaa rahaa kasvukeskuksista muualle Suomeen.;Muu
3-11695983;RKP:n ryhmäpuheenvuorossa Veronica Rehn-Kivi kuvasi sote-uudistusta riittävän hyväksi.;Muu
3-11695983;Uudenmaan erillisratkaisua Rehn-Kivi pitää välttämättömänä.;Muu
3-11695983;– Viiden alueen malli on tarpeen asukkaiden vaikuttamismahdollisuuksien turvaamiseksi.;Muu
3-11695983;Oppositiopuolue kristillisdemokraatit katsoi kokoomuksen ja perussuomalaisten tapaan, että rahoitus on ongelma sote-uudistuksessa.;Muu
3-11695983;– Valtiontalouden tarkastusvirasto on ilmaissut huolensa siitä, että esitys ei sisällä sellaisia vahvoja kannustimia, jotka ohjaisivat alueita hillitsemään kustannusten kasvua, eduskuntaryhmän puheenjohtaja Päivi Räsänen sanoi ryhmäpuheenvuorossa.;Muu
3-11695983;Räsänen painotti myös sitä, että julkisen puolen tulee olla järjestämisestä päävastuussa.;Muu
3-11695983;– Hyvinvointialueilla tulee kuitenkin olla vapaus päättää siitä, miten palvelut tuotetaan: omana tuotantona, ostopalveluina, palveluseteleillä tai henkilökohtaisilla budjeteilla.;Muu
3-11695983;Ei ole edes teoreettisesti mahdollista, että palvelutuotannosta selviydyttäisiin ilman yrityksiä ja kolmatta sektoria.;Muu
3-11695983;Kristillidemokraatit ei kannata maakuntaveroa.;Muu
3-11695983;Klo 14:37: Perussuomalaiset ja kokoomus kriittisinä ryhmäpuheenvuoroissaan;Ei_tarkistettavissa_oleva_väite
3-11695983;Suurimman oppositiopuolueen perussuomalaisten ryhmäpuheenvuorossa oltiin epäileväisiä, että sote-uudistuksessa olisi saatu parannusta aikaan verrattuna edellisen hallituksen esitykseen, joka kaatui erinäisiin ongelmiin.;Muu
3-11695983;– Onko vanhustenhoidon ongelmat nyt ratkaistu?;Ei_tarkistettavissa_oleva_väite
3-11695983;kansanedustaja Arja Juvonen kysyi.;Ei_tarkistettavissa_oleva_väite
3-11695983;– Hallitus lupasi liikaa sanoessaan, että potilas pääsee lääkärille nopeammin.;Muu
3-11695983;Hoitajamitoituksen tavoin hoitotakuu halpuutettiin tarkoitettamaan pääsyä jonkun hoitohenkilön vastaanotolle lääkärille pääsyn sijaan, hän jatkoi.;Muu
3-11695983;Perussuomalaiset korosti sitä, että vanhustenhoidon on säilyttävä lähipalveluna.;Muu
3-11695983;Juvonen moitti myös sitä, että soten keskeiset päätökset on tehty ilman yhteistä valmistelua opposition kanssa.;Muu
3-11695983;Toinen suuri oppositiopuolue kokoomus aloitti suoraan kritiikillä.;Muu
3-11695983;– Tällä hallituksen esittämällä maakuntamallilla ei ratkaista sosiaali- ja terveydenhuollon ongelmia.;Muu
3-11695983;Sillä lisätään niitä, kokoomuksen Anna-Kaisa Ikonen sanoi.;Muu
3-11695983;Hän katsoi, että kyseessä on puhdas hallinnon uudistus.;Henkilökohtainen_kokemus
3-11695983;– Tämä lakipaketti ei tuo yhtään uutta hoitajaa, sosiaalityöntekijää tai lääkäriä.;Lait/toimintasäännot
3-11695983;Lisäksi kustannukset karkaavat.;Määrä
3-11695983;Sen sijaan että hallitus esityksellään hillitsisi sote-menojen kasvua, se kiihdyttää niitä.;Määrä
3-11695983;Odotetusti kokoomukselta tuli myös kritiikkiä siitä, ettei yksityisellä ole uudistuksella puolueen toivomaa roolia ja että suuret kaupungit kärsivät.;Muu
3-11695983;Klo 14.30: Käynnissä ryhmäpuheenvuorot, SDP aloittaa;Ei_tarkistettavissa_oleva_väite
3-11695983;Vastuuministereiden puheenvuorojen jälkeen alkavat ryhmäpuheenvuorot.;Lait/toimintasäännot
3-11695983;Suurimman hallituspuolueen SDP:n ryhmäpuheenvuoron piti kansanedustaja Aki Lindén.;Muu
3-11695983;Hän harmitteli sitä, että Suomessa moniin palveluihin pääsy ja niiden taso on riippunut siitä, missä kunnassa asuu.;Muu
3-11695983;– Meillä on järjestelmässä vika.;Ei_tarkistettavissa_oleva_väite
3-11695983;SDP painottaa nopeaa hoitoonpääsyä.;Muu
3-11695983;Lindén vetosi ryhmäpuheenvuorossa oppositioon.;Muu
3-11695983;– Vetoamme oppositioon.;Ei_tarkistettavissa_oleva_väite
3-11695983;Tulkaa mukaan tähän uudistustyöhön.;Ei_tarkistettavissa_oleva_väite
3-11695983;Klo 14:17: Kuntaministeri Sirpa Paatero äänessä, kertoo rahoituksesta;Ei_tarkistettavissa_oleva_väite
3-11695983;Perhe- ja peruspalveluministeri Krista Kiurun esittelypuheenvuoron jälkeen vuorossa oli kuntaministeri Sirpa Paatero (sd.).;Muu
3-11695983;Hän huomautti, että henkilöstö siirtyy uusille hyvinvointialueille niin sosiaali- ja terveydenhuollossa kuin pelastustoimessakin.;Lait/toimintasäännot
3-11695983;– Lisäksi siirtyvät koulupuolelta kuraattorit ja psykologit.;Lait/toimintasäännot
3-11695983;Paatero kertoo myös soten rahoituksesta.;Muu
3-11695983;Uudistuksen yksi tarkoitus on myös hillitä kustannuksia, mutta on ennakoitu, että alkuvaiheessa kulut voivat jopa kasvaa.;Ennuste
3-11695983;Paateron mukaan uudistus tasapainottaa julkista taloutta viimeistään vuodesta 2030 lähtien.;Ennuste
3-11695983;Lähes 80 prosenttia hyvinvointialueiden tarvitsemasta rahoituksesta riippuu siitä, miten sairaita ja vanhoja ihmisiä alueella asuu.;Määrä
3-11695983;Vain 15 prosenttia riippuu siitä, miten paljon asukkaita alueella on.;Määrä
3-11695983;Enemmistö [Ylen kyselyyn vastanneista](https://yle.fi/uutiset/3-11684882) kansanedustajista oli sitä mieltä, että hallituksen sote-ratkaisu ei siirrä liikaa rahaa kasvukeskuksista muualle Suomeen.;Määrä
3-11695983;Asia kuitenkin kaihertaa hallituspuolue RKP:ssä sekä oppositiosta kokoomuksessa ja nyt-liikkeessä.;Henkilökohtainen_kokemus
3-11695983;Sisäministeri Maria Ohisalo (vihr.) kertoi uudistuksesta pelastustoimen osalta.;Muu
3-11695983;Pelastustoimi siirtyy niin ikään hyvinvointialueisiin.;Lait/toimintasäännot
3-11695983;Klo 14.04: Lähetekeskustelu alkaa – Kiuru esittelee sote-paketin;Ei_tarkistettavissa_oleva_väite
3-11695983;Perhe- ja peruspalveluministeri Krista Kiuru (sd.) aloitti pitämällä uudistuksesta esittelypuheenvuoron.;Muu
3-11695983;– Uskon, että tämä on monelle odotettu hetki, Kiuru riemuitsi.;Henkilökohtainen_kokemus
3-11695983;Kiuru kertoo, että uudistuksen tarkoituksena on muun muassa kaventaa hyvinvointi- ja terveyseroja, turvata laadukkaat palvelut ja taata palveluiden saatavuus.;Muu
3-11695983;Hän kertaa, että sosiaali- ja terveyspalvelut siirtyisivät uudistuksessa kunnilta 21 hyvinvointialueen ja Helsingin vastuulle.;Määrä
3-11695983;Sanna Marinin (sd.) hallituksen sote-uudistuksessa päävastuu järjestämisestä on julkisella puolella, mutta palveluja voidaan hankkia myös yksityisiltä toimijoilta.;Lait/toimintasäännot
3-11695983;Kyseessä on niin sanottu monituottajamalli.;Muu
3-11695983;– Haluan todeta, koska toistakin olen kuullut väitettävän, että järjestäjiä koskevan riittävän oman palvelutuotannon vaatimus ei ole ideologinen vaan perustuslaillilista ja perustuslakivaliokunnan lausunnoista johtuva lähtökohta, Kiuru sanoi.;Muu
3-11695983;Kiurun mukaan palveluseteliä voitaisiin käyttää jatkossakin.;Henkilökohtainen_kokemus
3-11695983;Kiuru muistutti, että hyvinvointialueet vastaisivat myös muun muassa ennaltaehkäisevästä sosiaali- ja terveydenhuollosta.;Muu
3-11695983;Kiuru kehui vielä sitä, että sote-uudistuksessa ollaan aikataulussa koronakriisistä huolimatta.;Muu
3-11695983;Mitä mieltä olet sote-esityksestä?;Ei_tarkistettavissa_oleva_väite
3-11695983;Voit keskustella aiheesta tiistaihin 15.12.kello 23 saakka.;Ei_tarkistettavissa_oleva_väite
74-20050725;Ukrainalaisten ilmaismatkat jatkuvat Lappeenrannan joukkoliikenteessä;Lait/toimintasäännot
74-20050725;Kaupunginhallitus päätti asiasta eri tavalla kuin lautakunta aiemmin.;Lait/toimintasäännot
74-20050725;Ukrainan kansalaiset saavat jatkossakin matkustaa maksutta Lappeenrannan joukkoliikenteessä.;Lait/toimintasäännot
74-20050725;Kaupunginhallitus päätti asiasta maanantaina kaupunginjohtaja Kimmo Jarvan esityksestä.;Lait/toimintasäännot
74-20050725;Kaupunkikehityslautakunta päätti aiemmin, että ilmaismatkustus [päättyy lokakuun alussa](https://yle.fi/a/74-20048929).;Lait/toimintasäännot
74-20050725;Perusteluna olivat lipputulomenetykset.;Lait/toimintasäännot
74-20050725;Kaupunginhallitus otti asian käsiteltäväkseen otto-oikeudella.;Lait/toimintasäännot
74-20050725;Nyt tehty päätös on voimassa, kunnes vuoden 2024 alussa aloittava Lappeenrannan ja Imatran yhteinen joukkoliikenneviranomainen tekee asiassa uuden päätöksen.;Lait/toimintasäännot
74-20050725;Onko sinulla uutisvinkki tai kuvasitko uutistilanteen?;Ei_tarkistettavissa_oleva_väite
74-20050725;Lähetä kuva, video tai vinkki osoitteeseen [lappeenranta@yle.fi](mailto:lappeenranta@yle.fi).;Ei_tarkistettavissa_oleva_väite
74-20050725;Maksamme julkaistuista kuvista ja videoista palkkion.;Ei_tarkistettavissa_oleva_väite
